"","source","target","ligand.complex","receptor.complex","aggregate_rank","mean_rank","natmi.edge_specificity","natmi.rank","connectome.weight_sc","connectome.rank","logfc.logfc_comb","logfc.rank","sca.LRscore","sca.rank","cellphonedb.pvalue","cellphonedb.rank"
"459","Immature B cells","Megakaryocyte progenitors","CD24","SELP",6.5953325633924e-05,10381.5,0.131999300362968,51,3.49816366933487,151,1.86088972669149,832,0.925901867289678,24871,0,26002.5
"460","Non-classical monocytes","Non-classical monocytes","HLA-B","LILRB2",6.59709518017496e-05,7065.9,0.0143831011803079,2681,1.96596176595128,926,1.35553882592982,3066,0.974914905280224,2654,0,26002.5
"461","Conventional dendritic cell 2","Plasma cells","COL9A2","SDC1",6.63354492612303e-05,17382.7,0.225511296115681,15,3.92140802142833,87,1.18740913496105,4620,0.841104862560484,56189,0,26002.5
"462","Conventional dendritic cell 1","Non-classical monocytes","FABP5","RXRA",6.70874091814744e-05,9691.7,0.0180891252360159,1838,1.83836799240634,1221,1.35431132884854,3079,0.946833843596922,16318,0,26002.5
"463","Plasmacytoid dendritic cell progenitors","Plasmacytoid dendritic cells","APP","CD74",6.7382413761526e-05,6603.7,0.00922501941472068,5501,2.44496154296101,388,2.30640949002678,289,0.980299705634069,838,0,26002.5
"464","Conventional dendritic cell 1","Nonswitched memory B cells","LGALS1","CD69",6.78632980304073e-05,8277.5,0.00601858354629783,10188,1.34132484137578,3896,2.03903130787703,541,0.980593171042132,760,0,26002.5
"465","Early erythroid progenitor","Plasma cells","HSPG2","SDC1",6.78673660256346e-05,19311.9,0.138398454395976,46,3.91065826046506,88,1.12012524383596,5397,0.803943641036554,65026,0,26002.5
"466","Conventional dendritic cell 1","Mature naive B cells","BTLA","CD79A",6.78685520995866e-05,14464.3,0.0146175121986605,2621,1.44841713229438,3088,1.48081497152978,2222,0.893050917549916,38388,0,26002.5
"467","NK resident","NK exhausted","B2M","KLRC2",6.79988629986275e-05,10375.1,0.00835595876547739,6371,0.984267014943182,8023,1.23894632189345,4057,0.965192659647905,7422,0,26002.5
"468","Classical Monocytes","Others","S100A8","CD69",6.79988629986275e-05,8190.9,0.00712779334285313,8023,1.3004868414131,4260,2.36499654417359,262,0.975468101315419,2407,0,26002.5
"469","CD8+ effector memory T cells","Others","CLEC2D","KLRB1",6.80412510181296e-05,9394.1,0.00896818139545395,5748,1.1638706757114,5467,1.57410013643001,1729,0.96406858941368,8024,0,26002.5
"470","Others","Non-classical monocytes","SPON2","ITGB2",6.81304338203991e-05,6312.3,0.0206346273875202,1495,2.13423059268061,624,2.2285178622824,349,0.97388594806295,3091,0,26002.5
"471","Others","Pre-B cells","CALM1","HMMR",6.87650875952295e-05,7702.1,0.016827763218447,2065,2.13455514375782,623,1.36907275149469,2957,0.966192102691975,6863,0,26002.5
"472","Others","Lymphomyeloid prog","GZMB","CHRM3",6.90754490972102e-05,12214.5,0.0355931266901193,653,2.05856759181763,766,1.85494026014705,845,0.906946280413161,32806,0,26002.5
"473","Classical Monocytes","Plasmacytoid dendritic cell progenitors","S100A8","CD68",6.91078412463731e-05,7903.7,0.0137231499090838,2906,1.55471408373704,2437,2.78878545546606,124,0.964025053072607,8049,0,26002.5
"474","Classical Monocytes","Plasmacytoid dendritic cell progenitors","S100A9","CD68",6.94950713630174e-05,7954.3,0.0128077139172475,3236,1.56724659914281,2367,2.84338407251966,108,0.963998526613969,8058,0,26002.5
"475","Others","NK resident","HLA-E","KLRK1",6.97109480336156e-05,9446.1,0.00710608692233324,8063,1.1034040189323,6222,1.47152650771277,2278,0.970431257435191,4665,0,26002.5
"476","Plasmacytoid dendritic cells","Lymphomyeloid prog","GZMB","CHRM3",7.03018659553266e-05,12134.1,0.036253647379833,633,2.09012845327269,704,1.85194359469153,850,0.907719284564903,32481,0,26002.5
"477","NK exhausted","NK resident","SPON2","ITGB2",7.03421897287535e-05,6324.7,0.0205278407527955,1510,2.05981523931869,762,2.42274258205596,233,0.97381988893552,3116,0,26002.5
"478","Plasmacytoid dendritic cell progenitors","Conventional dendritic cell 2","APP","CD74",7.05488683950017e-05,6615.3,0.00916520730348006,5561,2.4360470131875,393,2.35421710462473,269,0.980236796495609,851,0,26002.5
"479","Myelocytes","Conventional dendritic cell 1","S100A9","ITGB2",7.07908861974323e-05,6332.9,0.0131083497205709,3121,1.72865699475474,1587,2.6159394839819,168,0.980501230248543,786,0,26002.5
"480","NK exhausted","Plasmacytoid dendritic cells","BST2","LILRA4",7.10445975577872e-05,7439.5,0.029318942895748,853,5.04408246631548,11,2.04536486017185,534,0.960665311434417,9797,0,26002.5
"481","Others","Conventional dendritic cell 2","SPON2","ITGB2",7.1281147883973e-05,6695.1,0.0173856526499256,1954,1.99784599354207,863,2.04321496745832,536,0.971616632473643,4120,0,26002.5
"482","Classical Monocytes","CD4+ memory T cells","S100A8","ITGB2",7.1457346408466e-05,8338.5,0.00708411234859375,8103,1.35046508218281,3820,2.52791696882704,193,0.972781469273471,3574,0,26002.5
"483","Non-classical monocytes","Myelocytes","SERPINA1","LRP1",7.17925117871582e-05,10493.7,0.075111235831985,173,2.1164421543912,653,1.8498038703801,856,0.926085538862851,24784,0,26002.5
"484","CD8+ effector memory T cells","CD8+ central memory T cells","HLA-E","CD8B",7.1810788757409e-05,9634.7,0.0119755224506734,3639,0.978864558374296,8111,1.22221548711311,4223,0.967482493616606,6198,0,26002.5
"485","Conventional dendritic cell 1","Plasmacytoid dendritic cells","HLA-DMA","CD4",7.19674844311312e-05,9378.3,0.0156302924381205,2349,1.54340173040571,2506,1.34754708448085,3134,0.954220862024674,12900,0,26002.5
"486","Others","Conventional dendritic cell 2","B2M","CD1C",7.27005163288168e-05,6769.9,0.0203456309955204,1531,2.34565058881564,443,1.34228049951742,3185,0.974809041424886,2688,0,26002.5
"487","Conventional dendritic cell 1","Mature naive B cells","LGALS1","CD69",7.28824337193577e-05,7762.7,0.00671924939088911,8749,1.43940954993896,3144,2.18285723163206,377,0.981613751977554,541,0,26002.5
"488","Conventional dendritic cell 1","Non-classical monocytes","RPS19","C5AR1",7.34355492152609e-05,8571.9,0.0137587462702545,2889,1.43882647068149,3150,0.876100255093538,9217,0.9776278076782,1601,0,26002.5
"489","Non-classical monocytes","Plasma cells","TNFSF13","TNFRSF17",7.38124208138815e-05,10600.7,0.0807418956823935,151,3.71774177458057,107,1.84548761161151,864,0.923547071134966,25879,0,26002.5
"490","CD8+CD103+ tissue resident memory T cells","Non-classical monocytes","HLA-C","LILRB2",7.4551162387662e-05,7040.3,0.0156687905297349,2342,1.99486767420113,869,1.38699771944292,2826,0.973727967200268,3162,0,26002.5
"491","NK resident","CD8+ naive T cells","HLA-A","CD8B",7.45976565546876e-05,9363.5,0.0100772574214087,4849,0.975804852934678,8173,1.39230928253598,2792,0.969799986284071,5001,0,26002.5
"492","CD8+ effector memory T cells","Erythro-myeloid progenitors","CCL5","ADRA2A",7.48363468068909e-05,9163.5,0.0632589442269073,247,2.79376711338767,300,1.84339413938476,868,0.94168976087898,18400,0,26002.5
"493","Myelocytes","NK resident","S100A8","CD69",7.51136832010516e-05,6328.7,0.0130007935797015,3168,1.67535885339273,1812,2.75047630018842,136,0.98171908445169,525,0,26002.5
"494","Late promyelocytes","Plasma cells","HGF","SDC1",7.57886110830599e-05,17789.3,0.133695371879105,49,3.86309528699184,93,1.21336251875914,4317,0.83248142682508,58485,0,26002.5
"495","Others","Plasmacytoid dendritic cells","BST2","LILRA4",7.58696426797683e-05,7491.3,0.028718259852428,872,5.03371344914824,12,2.0051003555255,587,0.96027232819918,9983,0,26002.5
"496","NK resident","NK resident","HLA-E","KLRK1",7.63015702397575e-05,9536.3,0.0070322876026864,8210,1.09231953181838,6358,1.4586300854182,2353,0.970281108858931,4758,0,26002.5
"497","Others","GammaDelta T cells","SPON2","ITGB2",7.65807901298999e-05,7347.7,0.013555102160787,2959,1.8370481618766,1226,1.98804072933951,615,0.967975850512102,5936,0,26002.5
"498","Classical Monocytes","Conventional dendritic cell 1","CD14","ITGB2",7.76587157420769e-05,7971.1,0.0240481959479399,1168,1.48866684686424,2822,1.59837665037914,1624,0.963691595642464,8239,0,26002.5
"499","CD8+ effector memory T cells","Non-classical monocytes","HLA-C","LILRB1",7.77530189680469e-05,9208.5,0.0112153825901719,4077,1.40302594283654,3416,1.21427214265259,4306,0.963686183985409,8241,0,26002.5
"500","Others","CD8+ effector memory T cells","SPON2","ITGB1",7.78002049230644e-05,7410.5,0.0214634547890392,1401,1.96553842943303,928,2.08861559883404,479,0.963683898375038,8242,0,26002.5
"501","Others","NK exhausted","CLEC2B","KLRF1",7.79419002562905e-05,7602.5,0.0169025511655108,2050,1.87344139408365,1131,2.00820739192219,584,0.963680796551229,8245,0,26002.5
"502","Plasmacytoid dendritic cells","Myelocytes","SERPINF1","PLXDC2",7.82290327425264e-05,9942.7,0.0563547719646785,300,4.76383538368494,35,1.83682233871338,881,0.931407134909031,22495,0,26002.5
"503","Others","Myelocytes","SPON2","ITGB2",7.83207640467159e-05,7492.3,0.0129218631404288,3196,1.8104662223647,1307,1.97935527137587,624,0.967225969061925,6332,0,26002.5
"504","NK resident","Pre-pro-B cells","SPON2","ITGA4",7.95622585310447e-05,7570.9,0.0166160796846546,2112,1.91329756744383,1040,2.12893126856045,421,0.963614244322049,8279,0,26002.5
"505","CD8+ effector memory T cells","CD8+ naive T cells","HLA-B","CD8B",8.02372465524227e-05,9266.7,0.0093918990784348,5358,0.969235084385385,8293,1.43500744493072,2512,0.971524003031733,4168,0,26002.5
"506","Conventional dendritic cell 1","Classical Monocytes","GNAI2","C5AR1",8.07159471899675e-05,9893.7,0.022827640088811,1264,1.42934805530634,3226,1.38244078750388,2851,0.947278830982071,16125,0,26002.5
"507","NK resident","Non-classical monocytes","HLA-C","LILRB1",8.09655236925595e-05,9289.5,0.011127755797371,4126,1.39321133204053,3490,1.19498774331235,4521,0.963548687237684,8308,0,26002.5
"508","Others","CD8+ effector memory T cells","HLA-C","CD8B",8.10630255161444e-05,9528.7,0.00970070089920898,5118,0.968226392743089,8310,1.36036298936182,3023,0.969401324249287,5190,0,26002.5
"509","Early erythroid progenitor","Small pre-B cell","CD40LG","CD9",8.19950155202645e-05,11121.9,0.0282061215421126,895,3.15731654856366,243,1.99430793795295,607,0.918802659486967,27862,0,26002.5
"510","Megakaryocyte progenitors","NK exhausted","CLEC1B","KLRB1",8.22685169733486e-05,8082.3,0.105051080418959,93,3.17554710112484,237,1.8332698213042,896,0.953640918704895,13183,0,26002.5
"511","Plasmacytoid dendritic cells","Plasmacytoid dendritic cells","BST2","LILRA4",8.22685169733486e-05,7573.5,0.0282009883349423,896,5.02478428541608,13,1.88709124843691,791,0.959924170221742,10165,0,26002.5
"512","Others","CD8+ naive T cells","HLA-E","CD8B",8.23885192495717e-05,9569.7,0.0112860045468999,4045,0.966806263511943,8337,1.39273921356248,2787,0.966536638539819,6677,0,26002.5
"513","Eosinophil-basophil-mast cell progenitors","Conventional dendritic cell 1","HDC","HRH2",8.2439517083174e-05,14045.7,0.103083285517232,97,8.38413318606362,3,1.19660591082386,4503,0.889907796939329,39623,0,26002.5
"514","Conventional dendritic cell 1","Classical Monocytes","FABP5","RXRA",8.25162418841723e-05,10925.9,0.0128324100325384,3226,1.60479390060587,2147,1.33392959353393,3244,0.937498998995449,20010,0,26002.5
"515","CD8+ effector memory T cells","GammaDelta T cells","CLEC2D","KLRB1",8.26358726179176e-05,9569.5,0.00867599708905802,6032,1.12603330451088,5913,1.61421229095208,1558,0.963490469343992,8342,0,26002.5
"516","Myelocytes","Plasmacytoid dendritic cells","S100A9","CD36",8.29203378950737e-05,6309.3,0.0300026329999327,819,1.819441776845,1289,2.55600460161424,188,0.973513473365066,3248,0,26002.5
"517","Conventional dendritic cell 1","Erythro-myeloid progenitors","GNAI2","ADRA2A",8.33685675031311e-05,16663.1,0.0289132405338789,864,2.17350010015871,577,0.633152200289068,15568,0.888121362220766,40304,0,26002.5
"518","Others","Others","CLEC2B","KLRF1",8.38314525367183e-05,7666.9,0.0166672369776405,2097,1.8508020385335,1186,1.94011401717155,683,0.963434653117141,8366,0,26002.5
"519","NK resident","CD8+ naive T cells","HLA-B","CD8B",8.40320541499769e-05,9316.5,0.00936182031015395,5369,0.96503827215485,8370,1.41521938987658,2642,0.971479597818999,4199,0,26002.5
"520","CD8+CD103+ tissue resident memory T cells","Non-classical monocytes","HLA-A","LILRB2",8.42438428441951e-05,7101.3,0.0155554259592059,2376,1.98832717916079,883,1.36575561847476,2984,0.973492962273338,3261,0,26002.5
"521","Classical Monocytes","Plasmacytoid dendritic cells","S100A12","CD36",8.4283345998428e-05,7361.9,0.0494578102067901,374,1.69056044299816,1742,2.25989073011011,316,0.963421620338107,8375,0,26002.5
"522","Classical Monocytes","CD8+ naive T cells","VCAN","SELL",8.43336764317222e-05,8076.7,0.015791394045115,2310,1.46401439085406,2977,1.92166940217294,718,0.963414434179785,8376,0,26002.5
"523","GammaDelta T cells","Non-classical monocytes","HLA-A","LILRB2",8.48599732350541e-05,7033.3,0.0155495198368013,2378,1.98789736837593,885,1.41622316136031,2634,0.973488062160757,3267,0,26002.5
"524","Myelocytes","Small pre-B cell","S100A8","CD69",8.48599732350541e-05,6360.1,0.0127555360333244,3267,1.6653982530257,1859,2.82287973491095,115,0.981547400310954,557,0,26002.5
"525","NK exhausted","Classical Monocytes","SPON2","ITGAM",8.53170280727641e-05,8427.7,0.0466566804958477,405,1.97478391486583,907,2.04835767302476,526,0.951152825586889,14298,0,26002.5
"526","CD8+ effector memory T cells","NK exhausted","CLEC2D","KLRB1",8.5905887130239e-05,9695.1,0.00860299565734797,6094,1.116579743148,6038,1.53067496112768,1934,0.963341560726037,8407,0,26002.5
"527","NK resident","Non-classical monocytes","CD99","PILRA",8.70874477721513e-05,7515.3,0.0236887528432928,1197,2.22382183175143,531,1.64685198617106,1416,0.963275806030127,8430,0,26002.5
"528","Plasmacytoid dendritic cell progenitors","Class switched memory B cells","APP","CD74",8.75805108722567e-05,6683.1,0.00894234706980121,5778,2.40283142946615,409,2.26976714476211,311,0.979996939599328,915,0,26002.5
"529","NK resident","Myelocytes","SPON2","ITGAM",8.84150558630795e-05,8686.1,0.042806527332621,478,1.86061536848408,1162,2.04287946400546,537,0.949112762244991,15251,0,26002.5
"530","Others","CD8+ effector memory T cells","HLA-B","CD8B",8.86481149789185e-05,9503.5,0.00900011799276648,5717,0.959791776240518,8460,1.37617452995243,2889,0.970928641769411,4449,0,26002.5
"531","Others","Plasmacytoid dendritic cells","CCL5","CXCR3",8.88054040006933e-05,7482.7,0.0325642361063974,727,1.80976378296162,1310,1.81349733142352,934,0.96326286889554,8440,0,26002.5
"532","CD8+ effector memory T cells","NK resident","B2M","KLRD1",8.93313139591118e-05,7383.9,0.00687572414194693,8473,1.64378661307392,1945,2.09322422041445,468,0.985555068846331,31,0,26002.5
"533","Myelocytes","GammaDelta T cells","S100A9","ITGB2",8.93744025398139e-05,6390.5,0.0126602259344419,3310,1.70851611982634,1666,2.84050172055268,109,0.980165925043891,865,0,26002.5
"534","Myelocytes","Conventional dendritic cell 2","S100A8","CD68",8.94814734507472e-05,6277.5,0.0255639228171378,1045,1.95196802263621,963,3.05152680757031,66,0.973386003614964,3311,0,26002.5
"535","Conventional dendritic cell 1","NK exhausted","LYZ","ITGAL",9.00187187190068e-05,9092.5,0.0100096038457012,4908,1.21215871935571,5005,1.76262328869825,1061,0.963176676054615,8486,0,26002.5
"536","Late promyelocytes","Non-classical monocytes","S100A8","CD68",9.02336489801886e-05,6588.5,0.0255331433391774,1051,1.98322064037571,899,1.58551255921489,1672,0.973370394280957,3318,0,26002.5
"537","Others","NK resident","B2M","KLRD1",9.04438358783288e-05,7402.9,0.00686190386789829,8494,1.64007795713209,1960,2.04870164236575,525,0.985540739922333,33,0,26002.5
"538","NK resident","Non-classical monocytes","HLA-A","LILRB1",9.09240108973639e-05,9457.3,0.0109973902327136,4198,1.38050240441784,3585,1.15365259984899,4998,0.963145874000961,8503,0,26002.5
"539","CD8+ effector memory T cells","CD8+ effector memory T cells","HLA-C","CD8B",9.15674144681728e-05,9596.3,0.0096075738915322,5192,0.956050181496759,8515,1.36275859238783,3004,0.969257932122303,5268,0,26002.5
"540","NK resident","CD8+ naive T cells","HLA-E","CD8B",9.19983698868716e-05,9652.3,0.011168795249266,4103,0.955721776398023,8523,1.37984279126791,2867,0.96636739869393,6766,0,26002.5
"541","Classical Monocytes","Early promyelocytes","VCAN","SELL",9.21603958591829e-05,8213.3,0.0155316970596555,2381,1.45683861727836,3026,1.73450596191735,1131,0.963121071718496,8526,0,26002.5
"542","GammaDelta T cells","Plasmacytoid dendritic cells","CCL5","CXCR3",9.22261093542335e-05,7103.1,0.0373305257696254,599,1.96466267400975,931,1.89073184231179,784,0.96560477022391,7199,0,26002.5
"543","Others","Non-classical monocytes","HLA-B","LILRA1",9.28107842145734e-05,7174.5,0.0194487016599937,1648,1.9532124785565,959,1.41290894307016,2661,0.970580951877472,4602,0,26002.5
"544","NK exhausted","Myelocytes","SPON2","ITGAM",9.28180320899789e-05,8479.5,0.045845656438543,422,1.96341912838365,933,2.03256844167986,547,0.950743847129593,14493,0,26002.5
"545","Others","Non-classical monocytes","HLA-B","LILRB1",9.29195383439683e-05,9050.1,0.0105062701349121,4513,1.40676753758029,3388,1.22768808021719,4167,0.965648964593389,7180,0,26002.5
"546","Others","Non-classical monocytes","HLA-A","LILRA1",9.30283943984994e-05,7271.1,0.0212783410792384,1422,1.9827515146942,900,1.40937202251152,2680,0.969094661174647,5351,0,26002.5
"547","Conventional dendritic cell 2","Non-classical monocytes","GRN","TNFRSF1B",9.3114934854455e-05,6985.3,0.0272997662516141,934,2.06827008551238,745,1.94395387328153,676,0.966757101695074,6569,0,26002.5
"548","Classical Monocytes","GammaDelta T cells","CD14","ITGB2",9.31373524497939e-05,7928.1,0.0232260811243743,1229,1.46852597193584,2947,1.82293888694992,918,0.96307811316902,8544,0,26002.5
"549","Others","Non-classical monocytes","HLA-A","LILRB1",9.31918697466199e-05,9078.3,0.0114946490161416,3903,1.436306573718,3174,1.22415115965854,4202,0.963922764989194,8110,0,26002.5
"550","Others","Non-classical monocytes","HLA-C","LILRA1",9.33009809274333e-05,7307.9,0.0209626182493587,1453,1.96164709505907,938,1.39709740247955,2761,0.969035950367473,5385,0,26002.5
"551","Others","Non-classical monocytes","HLA-C","LILRB1",9.34101942842239e-05,9162.7,0.01132409422043,4014,1.41520215408287,3316,1.21187653962658,4335,0.963854595597198,8146,0,26002.5
"552","Others","Non-classical monocytes","CD99","PILRA",9.35195098887364e-05,7450.5,0.0242675768180222,1152,2.24163397125628,513,1.6630404568601,1355,0.963700423217815,8230,0,26002.5
"553","Others","Non-classical monocytes","B2M","LILRB1",9.38480709065519e-05,8848.9,0.00910737517047397,5613,1.37702456147967,3616,1.15263596083744,5017,0.971882024435419,3996,0,26002.5
"554","Classical Monocytes","Eosinophil-basophil-mast cell progenitors","CD14","ITGA4",9.41775547398859e-05,7365.9,0.036998359079585,607,1.88669080402123,1102,2.02731145694665,555,0.9630351259455,8563,0,26002.5
"555","NK resident","Megakaryocyte progenitors","GZMA","F2R",9.56316204842951e-05,9799.3,0.0165290654304529,2139,1.51654595935376,2660,1.7652875869975,1055,0.94487943431751,17140,0,26002.5
"556","NK resident","Megakaryocyte progenitors","CCL5","ADRA2A",9.57442287377671e-05,11008.5,0.0366786634563036,620,2.06447082779239,750,1.46709238874089,2304,0.924796609378506,25366,0,26002.5
"557","Myelocytes","Mature naive B cells","CXCL8","CD79A",9.58154181441587e-05,6285.5,0.027213543807353,943,1.98509630274461,894,2.76692249368083,131,0.973044192057667,3457,0,26002.5
"558","NK resident","Megakaryocyte progenitors","CALR","ITGA2B",9.59697416572275e-05,9102.7,0.0143904366416454,2679,3.47583761736684,155,1.49190844681947,2152,0.950692720364211,14525,0,26002.5
"559","NK resident","Megakaryocyte progenitors","SPON2","ITGB1",9.6195650172201e-05,8758.1,0.0145641956416778,2634,1.58413362351301,2275,1.81326756196736,935,0.956253412610866,11944,0,26002.5
"560","Classical Monocytes","Mature naive B cells","TNFSF13B","HLA-DPB1",9.76933402768778e-05,8112.3,0.00678678995128767,8626,1.676876297791,1801,2.19787368196327,366,0.972367782820395,3766,0,26002.5
"561","Others","CD8+CD103+ tissue resident memory T cells","HLA-A","CD8A",9.80903749262984e-05,10460.5,0.00772759137518287,7135,0.948190488981841,8633,1.25757624187966,3890,0.966635054346212,6642,0,26002.5
"562","Conventional dendritic cell 1","Classical Monocytes","VIM","CD44",9.9185827557597e-05,9857.5,0.00397521937599283,16707,1.2466603628415,4713,1.82490623369657,911,0.9798518207705,954,0,26002.5
"563","Classical Monocytes","NK exhausted","HLA-B","KLRD1",0.000100326124439247,7862.1,0.00676172225159293,8672,1.49028785713669,2814,1.73943114680236,1124,0.980855332954997,698,0,26002.5
"564","NK resident","CD8+ effector memory T cells","HLA-C","CD8B",0.000100441867533113,9688.3,0.00953250905268753,5258,0.946235570700755,8674,1.34347419304759,3174,0.969140856398186,5333,0,26002.5
"565","Others","Pre-pro-B cells","SPON2","ITGA4",0.000101022186461206,7062.9,0.0196017678242981,1621,2.17348464478674,578,2.1921856325634,371,0.966402804080525,6742,0,26002.5
"566","NK resident","Erythro-myeloid progenitors","GZMA","F2R",0.000101031919160104,10747.3,0.0131072471632344,3123,1.40315862122168,3414,1.6141464407347,1559,0.938517960910492,19638,0,26002.5
"567","Classical Monocytes","Classical Monocytes","S100A8","TLR4",0.000102425900729295,7193.9,0.0747877946916628,176,1.93069922173245,1007,3.00090647727296,76,0.9627615171214,8708,0,26002.5
"568","Myelocytes","Late erythroid progenitor","S100A8","CD36",0.000102446382806624,6304.1,0.0311504405878636,781,1.84375900762198,1205,2.85738799258024,106,0.973124408667134,3426,0,26002.5
"569","Non-classical monocytes","Non-classical monocytes","HLA-C","LILRB2",0.000102564917088941,7248.7,0.015100385953964,2484,1.953583423027,958,1.30740480805044,3427,0.973251176527846,3372,0,26002.5
"570","Classical Monocytes","Classical Monocytes","S100A9","TLR4",0.000103311115853654,7195.1,0.0697988934944607,204,1.94323173713822,981,3.05550509432655,65,0.962734094998436,8723,0,26002.5
"571","Others","NK resident","CLEC2B","KLRF1",0.000103429605479744,7789.9,0.0160168903449623,2251,1.78823280383798,1378,2.00227896646484,593,0.962727087475363,8725,0,26002.5
"572","Plasmacytoid dendritic cells","Erythro-myeloid progenitors","APP","ADRA2A",0.000104065486193701,11607.3,0.104184088016239,96,3.71291179221305,109,1.47944280910177,2236,0.91459525858025,29593,0,26002.5
"573","Conventional dendritic cell 2","Non-classical monocytes","S100A8","CD68",0.000104475399073191,6648.1,0.0249948500520552,1086,1.97160359390967,913,1.557542027146,1796,0.973092846442017,3443,0,26002.5
"574","Myelocytes","CD8+ central memory T cells","S100A9","ITGB2",0.00010507782568862,6447.5,0.012321905406815,3448,1.69331034043332,1733,2.81429678462173,118,0.979900914140496,936,0,26002.5
"575","Others","Eosinophil-basophil-mast cell progenitors","SPON2","ITGA4",0.000105280140158976,6841.5,0.0215928177646355,1379,2.25521299396199,501,2.19241329933624,369,0.967938375766455,5956,0,26002.5
"576","Lymphomyeloid prog","Plasmacytoid dendritic cells","BST2","LILRA4",0.000105513278399989,7522.5,0.0293851409755322,851,5.04522518048621,10,1.8008872380916,974,0.960707900635628,9775,0,26002.5
"577","NK resident","Plasmacytoid dendritic cells","CCL5","CXCR3",0.000106791718614788,7576.1,0.0314073647475484,765,1.77216680434037,1433,1.83108277453171,899,0.96261745629512,8781,0,26002.5
"578","Classical Monocytes","CD8+ central memory T cells","CD14","ITGB2",0.000107218056631816,8022.7,0.0226054081552352,1295,1.45332019254283,3043,1.79673395101897,985,0.962593498628709,8788,0,26002.5
"579","Classical Monocytes","Immature B cells","HBEGF","CD9",0.000107462315007239,9934.5,0.0325621178034366,728,2.2006408642428,550,1.7990973086526,980,0.9340085771899,21412,0,26002.5
"580","CD8+ effector memory T cells","Non-classical monocytes","HLA-A","LILRB1",0.000107890766488257,9794.9,0.010646190356669,4416,1.34108949107343,3900,1.08741413880984,5857,0.962565499409922,8799,0,26002.5
"581","Non-classical monocytes","Plasma cells","CXCL8","SDC1",0.000107913713278469,10157.1,0.09373127408004,111,3.71198405840133,110,1.6814864396929,1287,0.929551862072352,23275,0,26002.5
"582","NK resident","Others","B2M","CD247",0.000108005577143661,7950.1,0.00664264737703117,8892,1.39486050466592,3472,1.71046503517006,1204,0.983900896761325,180,0,26002.5
"583","CD8+ effector memory T cells","Others","B2M","CD247",0.00010807481756535,7885.7,0.00669450246173258,8802,1.40915245099554,3367,1.75442714143337,1086,0.983962367251586,171,0,26002.5
"584","Classical Monocytes","Pro-B cells","HBEGF","CD9",0.000108117252451662,10125.1,0.0307288200635269,796,2.1038540335735,674,1.79811790366948,982,0.9322000856098,22171,0,26002.5
"585","Classical Monocytes","Others","HLA-B","KLRD1",0.000108751821707075,7943.3,0.00668802254626943,8813,1.47483629570999,2907,1.68451367702612,1276,0.980752162917184,718,0,26002.5
"586","Others","Others","B2M","CD247",0.000109432214327068,7920.9,0.00668104644506722,8824,1.40544379505372,3395,1.70990456338466,1207,0.983946484151829,176,0,26002.5
"587","Conventional dendritic cell 1","Plasmacytoid dendritic cells","HLA-DRB1","CD4",0.000109616589554021,8904.1,0.0133341760507793,3040,1.39366020184387,3485,1.5354724010088,1905,0.960070345186047,10088,0,26002.5
"588","CD8+ effector memory T cells","CD8+ naive T cells","HLA-A","CD8B",0.000110865859004371,9687.3,0.00975544183767674,5076,0.936391939590273,8847,1.32607082149683,3283,0.969321062094998,5228,0,26002.5
"589","Conventional dendritic cell 2","Plasma cells","TNFSF13","TNFRSF17",0.000111097189243698,10778.3,0.0769560414754836,167,3.68894980170981,115,1.79523010754714,991,0.921834325699841,26616,0,26002.5
"590","NK resident","Plasmacytoid dendritic cells","BST2","LILRA4",0.000111097189243698,7690.7,0.0264847621883407,991,4.99515871403549,14,1.97211699474487,635,0.958698869708183,10811,0,26002.5
"591","CD4+ memory T cells","NK resident","HLA-E","KLRC1_KLRD1",0.000111808911232786,9458.9,0.00749867661615163,7460,1.18204645234604,5284,1.29760402565771,3511,0.96972204927453,5037,0,26002.5
"592","CD4+ memory T cells","NK resident","HLA-E","KLRC3_KLRD1",0.000111872008810881,10140.3,0.00714249364870079,7996,1.0467378673073,7036,1.21481702312615,4301,0.969076365748504,5366,0,26002.5
"593","CD4+ memory T cells","NK resident","B2M","KLRC1",0.000112251192765802,10494.1,0.00806524164821584,6709,1.03483915805278,7203,0.989722364821317,7268,0.969220863453481,5288,0,26002.5
"594","CD4+ memory T cells","NK resident","CLEC2D","KLRB1",0.000112377815643801,9278.9,0.00884244405018184,5863,1.21465306015955,4982,1.65549179125358,1381,0.963823232722288,8166,0,26002.5
"595","Others","CD8+CD103+ tissue resident memory T cells","SPON2","ITGB2",0.000113522571713049,8595.7,0.00972056135149042,5107,1.67608282561071,1807,1.71832469240775,1173,0.962401118496133,8889,0,26002.5
"596","NK resident","CD8+ effector memory T cells","HLA-A","CD8B",0.000113778224287549,9842.5,0.00942083236352538,5332,0.93352664307806,8893,1.30213904958423,3468,0.968797839494638,5517,0,26002.5
"597","NK resident","Plasmacytoid dendritic cells","GZMB","IGF2R",0.000113786481045188,9313.3,0.0184931616560715,1777,1.71475613171309,1642,1.99418242428152,608,0.946326918312832,16537,0,26002.5
"598","Early erythroid progenitor","Megakaryocyte progenitors","ICAM4","ITGA2B",0.000113816654903454,10132.7,0.0934672605412416,114,4.188530179515,69,1.49835667850541,2103,0.931688718797104,22375,0,26002.5
