"","source","target","ligand.complex","receptor.complex","aggregate_rank","mean_rank","natmi.edge_specificity","natmi.rank","connectome.weight_sc","connectome.rank","logfc.logfc_comb","logfc.rank","sca.LRscore","sca.rank","cellphonedb.pvalue","cellphonedb.rank"
"141","Non-classical monocytes","CD56dimCD16+ NK cells","CLEC2B","KLRF1",9.20982124789231e-06,8823.2,0.0180245645233557,2357,2.17218983386908,1148,1.82921921392118,1276,0.962142666997635,10388,0,28947
"142","Non-classical monocytes","Megakaryocyte progenitors","ICAM4","ITGA2B",9.24096206571202e-06,10873,0.119812738676973,54,5.00259743470049,45,2.08658769906167,723,0.937121494039882,24596,0,28947
"143","Pre-pro-B cells","Megakaryocyte progenitors","IGFBP7","MPIG6B",9.25140625260717e-06,10170,0.053410949712723,341,4.48946594122384,94,2.2484677750628,544,0.943253245095294,20924,0,28947
"144","Conventional dendritic cell 2","Plasmacytoid dendritic cells","HLA-DRA","CD4",9.28598388104969e-06,8053,0.0135967381423071,3820,1.75829347531019,2446,2.01409637931934,845,0.972527857409181,4207,0,28947
"145","Conventional dendritic cell 2","Plasmacytoid dendritic cells","HLA-DRB1","CD4",9.30649178798817e-06,8060,0.0156936607669708,2983,1.84673512458916,2053,2.09010016367586,713,0.970285648212445,5604,0,28947
"146","Myelocytes","CD56dimCD16+ NK cells","S100A8","ITGB2",9.31915841801091e-06,6562.8,0.0179816797306429,2364,2.219395731148,1068,3.3879725996744,47,0.983057025945242,388,0,28947
"147","Conventional dendritic cell 2","Plasmacytoid dendritic cells","HLA-DPB1","CD4",9.32703591197025e-06,8208.4,0.0149696738488129,3235,1.86552485898476,1981,2.08384135411836,729,0.969438321300179,6150,0,28947
"148","CD8+CD103+ tissue resident memory T cells","Megakaryocyte progenitors","IL32","ITGB3",9.35352345657441e-06,8299.6,0.0631383783296006,240,4.02377095029494,162,2.24411376274727,546,0.959898822799142,11603,0,28947
"149","Conventional dendritic cell 2","Plasmacytoid dendritic cells","HLA-DPA1","CD4",9.40267499882584e-06,8242.8,0.0154824302772042,3049,1.8308752924596,2126,2.03592007281399,809,0.969215483710433,6283,0,28947
"150","Eosinophil-basophil-mast cell progenitors","Late promyelocytes","HDC","HRH2",9.40486183229896e-06,12242.2,0.112387549242851,69,8.21106419879374,4,2.2439782506021,547,0.925252116880686,31644,0,28947
"151","Aberrant erythroid","Megakaryocyte progenitors","SLC6A8","LIFR",9.4563871716714e-06,21915,0.131939394983873,40,2.66553425589972,548,0.91935540676325,11666,0.855357340913405,68374,0,28947
"152","Eosinophil-basophil-mast cell progenitors","Myelocytes","HDC","HRH2",9.56000008469144e-06,11653,0.129914257957867,42,8.28234066690251,3,2.24094658481876,550,0.930111680055056,28723,0,28947
"153","Conventional dendritic cell 2","Plasmacytoid dendritic cells","S100A9","CD68",9.56940957321555e-06,10355.8,0.0114060389503538,5112,1.30729389998003,6177,1.20351003904716,6014,0.97039397718149,5529,0,28947
"154","Non-classical monocytes","Megakaryocyte progenitors","SERPINA1","LRP1",9.58872975894468e-06,9388.8,0.0439263195555033,482,2.15878513052408,1165,2.06174477724681,766,0.952578399358319,15584,0,28947
"155","NK T cells","Late erythroid progenitor","CXCL5","ACKR1",9.7244750333531e-06,19011.6,0.326421502007203,2,5.03609222721633,42,1.03817878218893,9017,0.879968747894767,57050,0,28947
"156","Megakaryocyte progenitors","Mature naive B cells","CXCL12","CXCR4",9.73378123455816e-06,6761.2,0.0200237421976496,1955,2.71567634207075,503,3.65291018709105,11,0.976081915007647,2390,0,28947
"157","Non-classical monocytes","Nonswitched memory B cells","TNFSF13B","HLA-DPB1",9.77402750135006e-06,9490,0.00940839596131338,6868,1.50181685631446,4049,1.75382680145732,1527,0.969577462836745,6059,0,28947
"158","Conventional dendritic cell 2","Classical Monocytes","HLA-DRB1","CD4",9.91717133566648e-06,8622.4,0.0136339533420475,3801,1.71780436658498,2643,2.01854070239991,833,0.968188950066042,6888,0,28947
"159","Megakaryocyte progenitors","Megakaryocyte progenitors","THBS1","ITGA2B_ITGB3",1.03064936355148e-05,10397.2,0.179734748838884,16,4.87910283108718,60,2.22925108791894,564,0.940753781704073,22399,0,28947
"160","Conventional dendritic cell 2","Mature naive B cells","TNFSF13B","HLA-DPB1",1.05217024204423e-05,9583.6,0.00932600896109869,6970,1.50527710219637,4021,1.68025138295065,1836,0.969447476833194,6144,0,28947
"161","Megakaryocyte progenitors","Nonswitched memory B cells","MYL9","CD69",1.05822024789749e-05,7214.6,0.040128389124947,569,3.85437269356602,178,2.76807975645626,218,0.969415993220302,6161,0,28947
"162","Megakaryocyte progenitors","Megakaryocyte progenitors","APOD","LEPR",1.09194702322971e-05,12870.2,0.083236634578678,126,3.06304674530321,297,2.22431660146393,575,0.920513151807294,34406,0,28947
"163","Early erythroid progenitor","NK T cells","APOE","LRP8",1.10907504281349e-05,13600.2,0.0571096506982249,298,2.62680026948909,578,2.40915782753656,412,0.914853659281078,37766,0,28947
"164","Myelocytes","CD56brightCD16- NK cells","S100A8","ITGB2",1.11859812356474e-05,6607.6,0.0174255854148614,2475,2.19184082835676,1111,3.22702722154118,83,0.982793417782142,422,0,28947
"165","Megakaryocyte progenitors","Late erythroid progenitor","TF","TFRC",1.13218886903236e-05,9804.6,0.0668862592789703,203,3.01178151652188,318,2.21824496461303,582,0.946750106202594,18973,0,28947
"166","Non-classical monocytes","Small pre-B cell","TNFSF13B","HLA-DPB1",1.13625266735661e-05,9726.4,0.00924346805491298,7078,1.48304174136411,4206,1.61021763733491,2175,0.969315544799119,6226,0,28947
"167","Early erythroid progenitor","NK T cells","CXCL12","ITGB3",1.13801691808397e-05,12702.2,0.0627368349964447,247,3.51778145846282,222,2.21580078248535,583,0.922028533551195,33512,0,28947
"168","Non-classical monocytes","CD56dimCD16+ NK cells","B2M","CD247",1.14581564765122e-05,9211,0.00623327316833897,12406,1.82653659727648,2139,1.55832890666574,2490,0.985465901800525,73,0,28947
"169","Myelocytes","Myelocytes","S100A8","ITGB2",1.21315564913767e-05,6621.4,0.0172585925453257,2526,2.18356620271089,1119,3.24895835432746,77,0.982711809058369,438,0,28947
"170","Conventional dendritic cell 2","CD56brightCD16- NK cells","B2M","KLRC1",1.21373403017735e-05,7517.4,0.0143010488263743,3512,2.69821274447366,518,1.34447037378004,4275,0.983443062972291,335,0,28947
"171","Myelocytes","Conventional dendritic cell 2","S100A8","ITGB2",1.21889773624287e-05,6627.6,0.0172239902001369,2529,2.1818516297851,1127,3.16254907774389,94,0.982694752476614,441,0,28947
"172","Late promyelocytes","Non-classical monocytes","S100A9","CD68",1.27149499758109e-05,7662,0.0170934175235974,2556,1.89024887005526,1908,1.58162806347847,2350,0.975683890724923,2549,0,28947
"173","Late promyelocytes","Megakaryocyte progenitors","IGFBP7","MPIG6B",1.2966304704079e-05,10305.4,0.0515459621293,370,4.4582402359773,100,2.19074009658341,609,0.942294500497224,21501,0,28947
"174","Megakaryocyte progenitors","Non-classical monocytes","CXCL12","CD4",1.3094057018517e-05,9665.2,0.0384453634645031,611,2.61828878772176,591,3.15790237624818,97,0.948321767978103,18080,0,28947
"175","Non-classical monocytes","Eosinophil-basophil-mast cell progenitors","C1QA","CR1",1.31356206434193e-05,16451,0.0696818145879064,188,1.74721251352627,2493,1.6462947653687,1992,0.895760181511047,48635,0,28947
"176","Non-classical monocytes","Non-classical monocytes","PTPN6","CLEC12A",1.3176219793168e-05,9122.4,0.024096243637567,1414,1.73795195361741,2539,1.54136944424772,2579,0.96258913013138,10133,0,28947
"177","Classical Monocytes","CD56brightCD16- NK cells","VCAN","SELL",1.32781278489485e-05,6748.6,0.0288422708529463,1025,2.28054019216474,965,2.76370904797922,222,0.975620653683515,2584,0,28947
"178","Non-classical monocytes","CD56brightCD16- NK cells","B2M","KLRD1",1.34217870604382e-05,9135.4,0.00625602191465174,12349,1.92354786426009,1778,1.54006118843068,2591,0.986562675747377,12,0,28947
"179","Non-classical monocytes","Classical Monocytes","GNAI2","C5AR1",1.36290250434413e-05,9735.4,0.0296410389788264,965,1.72643246115387,2601,1.54738497100512,2548,0.956177712040832,13616,0,28947
"180","Megakaryocyte progenitors","CD8+ central memory T cells","MYL9","CD69",1.38116680523359e-05,7357,0.0379856721833871,622,3.81032264726322,184,2.49384637069053,360,0.968591947358281,6672,0,28947
"181","Plasmacytoid dendritic cells","Mature naive B cells","APP","CD74",1.38116680523359e-05,6925.8,0.0125744047547844,4367,2.57144056528834,622,2.56302327417031,318,0.983110285433391,375,0,28947
"182","Conventional dendritic cell 2","Classical Monocytes","HLA-DPB1","CD4",1.45027589675472e-05,8783.4,0.0130049857602331,4140,1.73659410098058,2546,2.01228189284242,852,0.967283850207832,7432,0,28947
"183","Classical Monocytes","CD56dimCD16+ NK cells","S100A8","ITGB2",1.45475114409065e-05,6680.4,0.0167739945375665,2644,2.10162424075828,1275,3.39553078970825,46,0.982468207557568,490,0,28947
"184","Conventional dendritic cell 1","Megakaryocyte progenitors","CXCL12","ITGB3",1.46928748005268e-05,15079,0.0382967862945343,614,3.32401874128801,239,2.17151029334966,635,0.902334933663194,44960,0,28947
"185","Classical Monocytes","Conventional dendritic cell 2","TNFSF13B","HLA-DPB1",1.48118870694847e-05,7041.4,0.0167318752053805,2656,2.13908117198117,1201,2.4536778955003,377,0.977012149315357,2026,0,28947
"186","Conventional dendritic cell 2","Nonswitched memory B cells","TNFSF13B","HLA-DPB1",1.48574292417966e-05,9810.8,0.00891177181148759,7468,1.45549318881448,4436,1.72329843000145,1645,0.968767395851741,6558,0,28947
"187","Myelocytes","Nonswitched memory B cells","S100A8","CD69",1.49230963080348e-05,6640.4,0.0167190741570469,2661,2.17328529223996,1145,3.41725224112535,40,0.982894728557199,409,0,28947
"188","Immature B cells","Megakaryocyte progenitors","CD24","SELP",1.50414999430186e-05,10329.6,0.180285050798349,15,4.04430273107627,161,2.16479165108586,640,0.94165358804739,21885,0,28947
"189","Conventional dendritic cell 2","CD8+ effector memory T cells","LYZ","ITGAL",1.5566923450463e-05,9059,0.0116640600150414,4932,1.52761409006161,3847,1.98520056707766,896,0.968591898454989,6673,0,28947
"190","NK T cells","NK T cells","SPON1","LRP8",1.56827937856182e-05,18131.4,0.121936996004877,48,2.54778018310171,649,2.31644445712321,479,0.872820113679766,60534,0,28947
"191","Non-classical monocytes","Classical Monocytes","GNAI2","FPR1",1.57655480573174e-05,9614.8,0.0287050852212421,1031,1.76420896977956,2423,1.5236178573686,2698,0.957320545927934,12975,0,28947
"192","Conventional dendritic cell 2","Classical Monocytes","HLA-DPA1","CD4",1.62070639878795e-05,8822.2,0.0134504457025835,3888,1.70194453445541,2739,1.96436061153805,938,0.967045837496814,7599,0,28947
"193","Myelocytes","CD56dimCD16+ NK cells","S100A9","ITGB2",1.6235452813848e-05,6672.4,0.0164922119482374,2718,2.12679418778731,1225,3.18447145522356,88,0.98307030205367,384,0,28947
"194","Megakaryocyte progenitors","Erythro-myeloid progenitors","CP","SLC40A1",1.62678605041629e-05,10907.2,0.0440876542098744,477,3.05597292376597,299,2.14183076570118,657,0.93787718744346,24156,0,28947
"195","Classical Monocytes","Classical Monocytes","VCAN","CD44",1.6378442415145e-05,7139.4,0.0186609532976643,2198,2.02227326368173,1454,2.46067220049256,374,0.975343590487516,2724,0,28947
"196","Eosinophil-basophil-mast cell progenitors","NK T cells","AREG","ERBB3",1.67160497969407e-05,14133.8,0.130772299679514,41,3.06918304284219,293,2.13294591357978,663,0.909834355633811,40725,0,28947
"197","Classical Monocytes","CD56dimCD16+ NK cells","S100A9","ITGB2",1.68374546731957e-05,6670.2,0.0163729552318192,2743,2.11472452133452,1247,3.5765526055243,19,0.983009803615494,395,0,28947
"198","Early erythroid progenitor","Megakaryocyte progenitors","IGFBP7","MPIG6B",1.68672488837807e-05,10173.4,0.0537499472368074,336,4.49514181642025,93,2.12681891893282,665,0.943422336708014,20826,0,28947
"199","CD8+ effector memory T cells","CD56brightCD16- NK cells","B2M","KLRC1",1.6935300340427e-05,6701,0.0163587772440096,2747,3.06407272969779,296,1.80693897397441,1344,0.984502693944846,171,0,28947
"200","NK T cells","CD8+CD103+ tissue resident memory T cells","CLEC1B","KLRB1",1.70957466706286e-05,9801.8,0.0361445553470502,668,2.98738437335427,328,2.21417245667397,585,0.947605745510884,18481,0,28947
"201","Non-classical monocytes","Plasmacytoid dendritic cells","HLA-DPA1","CD4",1.71228593833116e-05,9139.8,0.0133399607907192,3948,1.65498075064479,3013,1.62480435171694,2108,0.966914157390356,7683,0,28947
"202","Immature B cells","Non-classical monocytes","CD24","SIGLEC10",1.72492151876557e-05,8507.4,0.1007745898885,86,3.01126924469566,319,2.12385796455934,670,0.9581556034578,12515,0,28947
"203","Conventional dendritic cell 2","Conventional dendritic cell 2","HLA-DRA","CD4",1.73694209112308e-05,9937.8,0.00925114632082882,7064,1.4443225308535,4541,1.77751952863425,1432,0.966887938785473,7705,0,28947
"204","Non-classical monocytes","Classical Monocytes","S100A9","ITGB2",1.73694209112308e-05,10289.2,0.00873697895682532,7705,1.36243379210653,5445,1.1282790616735,7270,0.976886404559209,2079,0,28947
"205","CD4+ memory T cells","Megakaryocyte progenitors","IL32","ITGB3",1.7481129616072e-05,8629.2,0.055141049828291,322,3.84069612537283,182,2.12129766487006,673,0.957209453014463,13022,0,28947
"206","Megakaryocyte progenitors","Conventional dendritic cell 1","PF4","LDLR",1.75588921989527e-05,12375.2,0.0358732042953805,674,4.46366710578021,99,3.2304908984292,81,0.924495747238783,32075,0,28947
"207","Non-classical monocytes","CD56dimCD16+ NK cells","HLA-E","KLRC3_KLRD1",1.76069125963634e-05,8975,0.0082531110883425,8360,1.69648514925581,2774,1.57782797585108,2376,0.976008967573724,2418,0,28947
"208","Non-classical monocytes","CD56dimCD16+ NK cells","GNAI2","S1PR5",1.76321630936525e-05,9980.4,0.0228106951248598,1544,1.84973517077812,2041,1.51311762236687,2775,0.954341315861182,14595,0,28947
"209","Megakaryocyte progenitors","Megakaryocyte progenitors","F13A1","ITGB1",1.77935579313877e-05,8425.2,0.0357444654125263,677,2.88541512327176,378,2.48099065261636,365,0.959592037658429,11759,0,28947
"210","Classical Monocytes","CD56brightCD16- NK cells","S100A8","ITGB2",1.79628870727442e-05,6737.8,0.0162552486164391,2788,2.07406933796705,1333,3.23458541157504,79,0.982195604152399,542,0,28947
"211","Megakaryocyte progenitors","CD56brightCD16- NK cells","CXCL12","CXCR3",1.8189280747577e-05,11792,0.0356531917158415,682,2.56256531392718,635,3.02978834563583,125,0.930385104132635,28571,0,28947
"212","Megakaryocyte progenitors","Plasmacytoid dendritic cells","PF4V1","CXCR3",1.83491922855099e-05,11294,0.101075209703793,85,4.50522042031698,90,2.10728134377417,684,0.933646955264772,26664,0,28947
"213","Megakaryocyte progenitors","NK cell progenitors","PF4","CXCR3",1.83491922855099e-05,11240.6,0.0356306949143147,684,4.63638329551512,81,3.31586755747281,61,0.93402756667868,26430,0,28947
"214","CD8+ central memory T cells","NK T cells","IL32","ITGB3",1.85100349107777e-05,8451.4,0.0597194933647186,273,3.80691931802996,185,2.10622551151188,686,0.958813539122852,12166,0,28947
"215","CD56dimCD16+ NK cells","CD56brightCD16- NK cells","B2M","KLRC1",1.85593378343255e-05,6747.4,0.0161902336251911,2811,3.03410601233991,308,1.76420811910367,1488,0.984423490969744,183,0,28947
"216","Non-classical monocytes","Classical Monocytes","C1QB","LRP1",1.8664559259455e-05,14558.8,0.053148652444614,346,1.68853129142044,2815,1.71409999721274,1676,0.912769382840415,39010,0,28947
"217","CD8+ effector memory T cells","Late erythroid progenitor","CCL5","ACKR1",1.88345240746012e-05,8715.4,0.0648578721975955,219,2.51261243711675,690,2.18585820768247,618,0.957064634937314,13103,0,28947
"218","Non-classical monocytes","Conventional dendritic cell 2","B2M","CD1C",1.9170458250895e-05,10150,0.0167907029243577,2638,1.77625441990298,2360,0.836856369896343,13971,0.975097192434077,2834,0,28947
"219","NK T cells","Aberrant erythroid","CXCL5","ACKR1",1.91829966981596e-05,20900.8,0.284981863761791,3,4.89728894255516,59,0.807770472254596,14854,0.872611867402965,60641,0,28947
"220","Conventional dendritic cell 2","Non-classical monocytes","HLA-DRB1","CD4",1.94335978627098e-05,9106,0.0123067494171571,4513,1.6347258642736,3131,1.90884296342876,1059,0.966573419397579,7880,0,28947
"221","Classical Monocytes","Myelocytes","S100A8","ITGB2",1.94407980680921e-05,6756.2,0.0160994713184689,2844,2.06579471232118,1356,3.25651654436131,76,0.982111211680513,558,0,28947
"222","Non-classical monocytes","CD56dimCD16+ NK cells","HLA-E","KLRC1_KLRD1",1.96591117632911e-05,9122.2,0.00794127188001762,8858,1.68219268082435,2852,1.56512492338588,2445,0.975774503457336,2509,0,28947
"223","Non-classical monocytes","NK T cells","CFP","NCR1",1.97414495793242e-05,11746.4,0.0528232409133755,350,2.04674346108311,1392,2.09689100049684,702,0.932502726435057,27341,0,28947
"224","Myelocytes","Conventional dendritic cell 2","S100A9","CD36",1.97414495793242e-05,7067.4,0.0227299676277566,1557,1.94951322252475,1685,2.60074188179294,293,0.975051097058338,2855,0,28947
"225","Classical Monocytes","Conventional dendritic cell 2","S100A8","ITGB2",1.97689526662621e-05,6763.8,0.0160671929352546,2856,2.06408013939539,1361,3.17010726777774,92,0.982093573344697,563,0,28947
"226","Non-classical monocytes","CD56brightCD16- NK cells","HLA-B","KLRD1",1.9851633646427e-05,9173.2,0.00649062414988622,11735,1.85773683245628,2012,1.50172284710766,2859,0.983576051258195,313,0,28947
"227","Non-classical monocytes","NK T cells","S100A4","ERBB3",1.9962276364648e-05,8913,0.0545312852596457,330,3.10986832810387,280,1.94720405576354,972,0.955404811059555,14036,0,28947
"228","Myelocytes","Conventional dendritic cell 2","S100A8","CD36",2.00177701108145e-05,6952.6,0.0247827883520427,1349,2.04211476588543,1408,2.80424302624377,194,0.975031692084786,2865,0,28947
"229","Non-classical monocytes","Non-classical monocytes","B2M","LILRB2",2.01848086346605e-05,9052.8,0.0109958630417917,5426,1.79399882776238,2282,1.09368720966328,7940,0.981514319466277,669,0,28947
