cell,condition,proportions
cDC,health,0.6011647567161376
cDC,health,0.9114583333333334
cDC,health,1.9221209610604806
cDC,health,2.235839682013912
cDC,health,1.0326086956521738
cDC,health,0.5060240963855421
cDC,health,0.5145797598627788
cDC,health,1.2070566388115136
cDC,health,0.8246683399067766
cDC,health,1.1347765363128492
cDC,health,1.7688266199649738
cDC,health,1.6898792943361187
cDC,health,1.2056908608632746
cDC,SMM,0.6617360840794083
cDC,SMM,0.6046355391333558
cDC,SMM,
cDC,SMM,
cDC,SMM,
cDC,SMM,
cDC,SMM,
cDC,SMM,
cDC,SMM,
cDC,SMM,
cDC,SMM,
cDC,SMM,
cDC,SMM,
cDC,SMM,
cDC,SMM,
cDC,SMM,
cDC,SMM,
cDC,SMM,
cDC,SMM,
cDC,SMM,
cDC,SMM,
cDC,SMM,
cDC,SMM,
cDC,SMM,
cDC,SMM,
cDC,SMM,
cDC,SMM,
cDC,SMM,
cDC,SMM,
cDC,PMM,1.66622586617297
cDC,PMM,0.11621900826446281
cDC,PMM,0.3054367745876604
cDC,PMM,3.3042680128499313
cDC,PMM,1.3625789298770354
cDC,PMM,
cDC,PMM,1.4192927592013471
cDC,PMM,0.6798316607316284
cDC,PMM,2.111210228962236
cDC,PMM,1.5202702702702704
cDC,PMM,0.4179985247110892
cDC,PMM,
cDC,PMM,
cDC,PMM,
cDC,PMM,
cDC,PMM,
cDC,PMM,
cDC,PMM,
cDC,PMM,
cDC,PMM,
cDC,PMM,
cDC,PMM,
cDC,PMM,
cDC,PMM,
cDC,PMM,
cDC,PMM,
cDC,PMM,
cDC,PMM,
cDC,PMM,
cDC,RRMM,1.1352578657152124
cDC,RRMM,3.064564117822077
cDC,RRMM,2.0624103299856524
cDC,RRMM,2.325046040515654
cDC,RRMM,4.752791068580542
cDC,RRMM,1.6707507239919803
cDC,RRMM,0.5824372759856631
cDC,RRMM,
cDC,RRMM,
cDC,RRMM,
cDC,RRMM,
cDC,RRMM,
cDC,RRMM,
cDC,RRMM,
cDC,RRMM,
cDC,RRMM,
cDC,RRMM,
cDC,RRMM,
cDC,RRMM,
cDC,RRMM,
cDC,RRMM,
cDC,RRMM,
cDC,RRMM,
cDC,RRMM,
cDC,RRMM,
cDC,RRMM,
cDC,RRMM,
cDC,RRMM,
cDC,RRMM,
erythrocyte,health,0.8849557522123894
erythrocyte,health,0.78125
erythrocyte,health,
erythrocyte,health,
erythrocyte,health,4.022595001711743
erythrocyte,health,6.3034015798807035
erythrocyte,health,17.548885290820778
erythrocyte,health,18.989547038327526
erythrocyte,health,18.39202055312075
erythrocyte,health,33.73883292149781
erythrocyte,health,5.140417145672524
erythrocyte,health,37.353605917402916
erythrocyte,health,14.73053892215569
erythrocyte,health,4.191013499899254
erythrocyte,health,2.2841928251121075
erythrocyte,health,3.288398692810458
erythrocyte,health,17.828292316362955
erythrocyte,health,3.6272321428571432
erythrocyte,health,1.1930405965202984
erythrocyte,health,0.7949652202716132
erythrocyte,health,28.47826086956522
erythrocyte,health,17.686746987951807
erythrocyte,health,9.433962264150944
erythrocyte,health,1.8570102135561743
erythrocyte,health,2.007888131946934
erythrocyte,health,1.3442737430167597
erythrocyte,health,5.446584938704028
erythrocyte,health,5.311049210770659
erythrocyte,health,8.512177477694719
erythrocyte,SMM,2.958349552355002
erythrocyte,SMM,0.47027208599261006
erythrocyte,SMM,
erythrocyte,SMM,
erythrocyte,SMM,
erythrocyte,SMM,
erythrocyte,SMM,
erythrocyte,SMM,
erythrocyte,SMM,
erythrocyte,SMM,
erythrocyte,SMM,
erythrocyte,SMM,
erythrocyte,SMM,
erythrocyte,SMM,
erythrocyte,SMM,
erythrocyte,SMM,
erythrocyte,SMM,
erythrocyte,SMM,
erythrocyte,SMM,
erythrocyte,SMM,
erythrocyte,SMM,
erythrocyte,SMM,
erythrocyte,SMM,
erythrocyte,SMM,
erythrocyte,SMM,
erythrocyte,SMM,
erythrocyte,SMM,
erythrocyte,SMM,
erythrocyte,SMM,
erythrocyte,PMM,1.7191219254165564
erythrocyte,PMM,2.130681818181818
erythrocyte,PMM,16.737935247403787
erythrocyte,PMM,0.18357044515832951
erythrocyte,PMM,0.36556995679627785
erythrocyte,PMM,
erythrocyte,PMM,0.697618474861679
erythrocyte,PMM,0.356102298478472
erythrocyte,PMM,0.02973535533749628
erythrocyte,PMM,0.4129129129129129
erythrocyte,PMM,
erythrocyte,PMM,
erythrocyte,PMM,
erythrocyte,PMM,
erythrocyte,PMM,
erythrocyte,PMM,
erythrocyte,PMM,
erythrocyte,PMM,
erythrocyte,PMM,
erythrocyte,PMM,
erythrocyte,PMM,
erythrocyte,PMM,
erythrocyte,PMM,
erythrocyte,PMM,
erythrocyte,PMM,
erythrocyte,PMM,
erythrocyte,PMM,
erythrocyte,PMM,
erythrocyte,PMM,
erythrocyte,RRMM,2.4975673045734674
erythrocyte,RRMM,10.354061291282356
erythrocyte,RRMM,0.07173601147776185
erythrocyte,RRMM,0.32228360957642727
erythrocyte,RRMM,0.12759170653907495
erythrocyte,RRMM,0.022276676319893073
erythrocyte,RRMM,0.4480286738351254
erythrocyte,RRMM,
erythrocyte,RRMM,
erythrocyte,RRMM,
erythrocyte,RRMM,
erythrocyte,RRMM,
erythrocyte,RRMM,
erythrocyte,RRMM,
erythrocyte,RRMM,
erythrocyte,RRMM,
erythrocyte,RRMM,
erythrocyte,RRMM,
erythrocyte,RRMM,
erythrocyte,RRMM,
erythrocyte,RRMM,
erythrocyte,RRMM,
erythrocyte,RRMM,
erythrocyte,RRMM,
erythrocyte,RRMM,
erythrocyte,RRMM,
erythrocyte,RRMM,
erythrocyte,RRMM,
erythrocyte,RRMM,
pDC,health,1.7699115044247788
pDC,health,3.125
pDC,health,5.3165442462399435
pDC,health,6.264108352144469
pDC,health,1.0441629578911331
pDC,health,0.902788973077543
pDC,health,0.5231037489102005
pDC,health,0.2613240418118467
pDC,health,0.5591657850989875
pDC,health,0.6652727618323513
pDC,health,0.6076531450156019
pDC,health,0.20546537908362442
pDC,health,0.5988023952095809
pDC,health,1.5514809590973202
pDC,health,0.1961883408071749
pDC,health,0.9599673202614379
pDC,health,0.1315047905316551
pDC,health,0.2418154761904762
pDC,health,0.6130903065451533
pDC,health,0.16561775422325273
pDC,health,0.21739130434782608
pDC,health,0.3614457831325301
pDC,health,0.39451114922813035
pDC,health,0.3714020427112349
pDC,health,0.2689135891000359
pDC,health,0.715782122905028
pDC,health,0.8406304728546411
pDC,health,0.724233983286908
pDC,health,0.6510730648661683
pDC,SMM,0.8174386920980926
pDC,SMM,
pDC,SMM,
pDC,SMM,
pDC,SMM,
pDC,SMM,
pDC,SMM,
pDC,SMM,
pDC,SMM,
pDC,SMM,
pDC,SMM,
pDC,SMM,
pDC,SMM,
pDC,SMM,
pDC,SMM,
pDC,SMM,
pDC,SMM,
pDC,SMM,
pDC,SMM,
pDC,SMM,
pDC,SMM,
pDC,SMM,
pDC,SMM,
pDC,SMM,
pDC,SMM,
pDC,SMM,
pDC,SMM,
pDC,SMM,
pDC,SMM,
pDC,PMM,0.10579211848717271
pDC,PMM,0.4390495867768595
pDC,PMM,
pDC,PMM,0.5966039467645708
pDC,PMM,1.7613825191093386
pDC,PMM,0.5434782608695652
pDC,PMM,0.024055809477988934
pDC,PMM,0.12949174490126256
pDC,PMM,0.3716919417187035
pDC,PMM,0.3003003003003003
pDC,PMM,0.4179985247110892
pDC,PMM,
pDC,PMM,
pDC,PMM,
pDC,PMM,
pDC,PMM,
pDC,PMM,
pDC,PMM,
pDC,PMM,
pDC,PMM,
pDC,PMM,
pDC,PMM,
pDC,PMM,
pDC,PMM,
pDC,PMM,
pDC,PMM,
pDC,PMM,
pDC,PMM,
pDC,PMM,
pDC,RRMM,0.2919234511839118
pDC,RRMM,0.23802439750074383
pDC,RRMM,0.5200860832137733
pDC,RRMM,0.7366482504604052
pDC,RRMM,1.1164274322169059
pDC,RRMM,0.11138338159946537
pDC,RRMM,0.492831541218638
pDC,RRMM,
pDC,RRMM,
pDC,RRMM,
pDC,RRMM,
pDC,RRMM,
pDC,RRMM,
pDC,RRMM,
pDC,RRMM,
pDC,RRMM,
pDC,RRMM,
pDC,RRMM,
pDC,RRMM,
pDC,RRMM,
pDC,RRMM,
pDC,RRMM,
pDC,RRMM,
pDC,RRMM,
pDC,RRMM,
pDC,RRMM,
pDC,RRMM,
pDC,RRMM,
pDC,RRMM,
promyelocytes,health,7.079646017699115
promyelocytes,health,6.25
promyelocytes,health,17.59356418328087
promyelocytes,health,24.731941309255077
promyelocytes,health,3.560424512153372
promyelocytes,health,2.06351765274867
promyelocytes,health,1.49458213974343
promyelocytes,health,0.7839721254355401
promyelocytes,health,1.1787819253438114
promyelocytes,health,0.4181714502946208
promyelocytes,health,0.9853834784036788
promyelocytes,health,1.1711526607766591
promyelocytes,health,1.037924151696607
promyelocytes,health,2.8208744710860367
promyelocytes,health,0.336322869955157
promyelocytes,health,2.0016339869281046
promyelocytes,health,1.4653390944955853
promyelocytes,health,0.5952380952380952
promyelocytes,health,1.3587406793703396
promyelocytes,health,0.844650546538589
promyelocytes,health,0.7065217391304348
promyelocytes,health,1.4457831325301205
promyelocytes,health,0.44596912521440824
promyelocytes,health,
promyelocytes,health,0.12549300824668339
promyelocytes,health,0.12220670391061453
promyelocytes,health,1.7688266199649738
promyelocytes,health,1.819870009285051
promyelocytes,health,1.9049915601639738
promyelocytes,SMM,0.7006617360840794
promyelocytes,SMM,0.03359086328518643
promyelocytes,SMM,
promyelocytes,SMM,
promyelocytes,SMM,
promyelocytes,SMM,
promyelocytes,SMM,
promyelocytes,SMM,
promyelocytes,SMM,
promyelocytes,SMM,
promyelocytes,SMM,
promyelocytes,SMM,
promyelocytes,SMM,
promyelocytes,SMM,
promyelocytes,SMM,
promyelocytes,SMM,
promyelocytes,SMM,
promyelocytes,SMM,
promyelocytes,SMM,
promyelocytes,SMM,
promyelocytes,SMM,
promyelocytes,SMM,
promyelocytes,SMM,
promyelocytes,SMM,
promyelocytes,SMM,
promyelocytes,SMM,
promyelocytes,SMM,
promyelocytes,SMM,
promyelocytes,SMM,
promyelocytes,PMM,0.18513620735255223
promyelocytes,PMM,0.06456611570247935
promyelocytes,PMM,
promyelocytes,PMM,0.32124827902707664
promyelocytes,PMM,0.7311399135925557
promyelocytes,PMM,0.2717391304347826
promyelocytes,PMM,0.16839066634592254
promyelocytes,PMM,
promyelocytes,PMM,
promyelocytes,PMM,0.37537537537537535
promyelocytes,PMM,0.14752889107450207
promyelocytes,PMM,
promyelocytes,PMM,
promyelocytes,PMM,
promyelocytes,PMM,
promyelocytes,PMM,
promyelocytes,PMM,
promyelocytes,PMM,
promyelocytes,PMM,
promyelocytes,PMM,
promyelocytes,PMM,
promyelocytes,PMM,
promyelocytes,PMM,
promyelocytes,PMM,
promyelocytes,PMM,
promyelocytes,PMM,
promyelocytes,PMM,
promyelocytes,PMM,
promyelocytes,PMM,
promyelocytes,RRMM,0.45410314628608495
promyelocytes,RRMM,0.2975304968759298
promyelocytes,RRMM,0.2510760401721664
promyelocytes,RRMM,0.06906077348066297
promyelocytes,RRMM,
promyelocytes,RRMM,0.022276676319893073
promyelocytes,RRMM,0.044802867383512544
promyelocytes,RRMM,
promyelocytes,RRMM,
promyelocytes,RRMM,
promyelocytes,RRMM,
promyelocytes,RRMM,
promyelocytes,RRMM,
promyelocytes,RRMM,
promyelocytes,RRMM,
promyelocytes,RRMM,
promyelocytes,RRMM,
promyelocytes,RRMM,
promyelocytes,RRMM,
promyelocytes,RRMM,
promyelocytes,RRMM,
promyelocytes,RRMM,
promyelocytes,RRMM,
promyelocytes,RRMM,
promyelocytes,RRMM,
promyelocytes,RRMM,
promyelocytes,RRMM,
promyelocytes,RRMM,
promyelocytes,RRMM,
